clave municipio,nombre municipio,seccion,rango_edad,sexo,total_padron,total_lista
0,0,0,18,hombres,65,41
3,AHUALULCO DE MERCADO,24,18,hombres,17,15
3,AHUALULCO DE MERCADO,25,18,hombres,6,4
3,AHUALULCO DE MERCADO,26,18,hombres,3,2
3,AHUALULCO DE MERCADO,27,18,hombres,13,11
3,AHUALULCO DE MERCADO,28,18,hombres,6,4
3,AHUALULCO DE MERCADO,29,18,hombres,14,14
3,AHUALULCO DE MERCADO,30,18,hombres,2,2
3,AHUALULCO DE MERCADO,31,18,hombres,14,14
3,AHUALULCO DE MERCADO,32,18,hombres,4,4
3,AHUALULCO DE MERCADO,33,18,hombres,6,4
3,AHUALULCO DE MERCADO,34,18,hombres,7,7
3,AHUALULCO DE MERCADO,35,18,hombres,10,10
5,AMATITAN,40,18,hombres,28,25
5,AMATITAN,41,18,hombres,12,9
5,AMATITAN,42,18,hombres,28,22
5,AMATITAN,43,18,hombres,18,14
5,AMATITAN,44,18,hombres,1,1
5,AMATITAN,45,18,hombres,2,1
5,AMATITAN,46,18,hombres,2,1
5,AMATITAN,47,18,hombres,9,8
6,AMECA,48,18,hombres,21,19
6,AMECA,50,18,hombres,18,17
6,AMECA,51,18,hombres,11,10
6,AMECA,52,18,hombres,20,18
6,AMECA,53,18,hombres,7,7
6,AMECA,54,18,hombres,4,4
6,AMECA,55,18,hombres,7,7
6,AMECA,56,18,hombres,12,11
6,AMECA,57,18,hombres,7,6
6,AMECA,58,18,hombres,5,5
6,AMECA,59,18,hombres,3,3
6,AMECA,60,18,hombres,1,1
6,AMECA,61,18,hombres,4,4
6,AMECA,62,18,hombres,11,11
6,AMECA,63,18,hombres,14,13
6,AMECA,64,18,hombres,15,15
6,AMECA,65,18,hombres,8,7
6,AMECA,66,18,hombres,5,4
6,AMECA,69,18,hombres,14,14
6,AMECA,70,18,hombres,7,7
6,AMECA,71,18,hombres,11,10
6,AMECA,72,18,hombres,11,11
6,AMECA,73,18,hombres,2,2
6,AMECA,74,18,hombres,0,0
6,AMECA,75,18,hombres,3,3
6,AMECA,76,18,hombres,4,4
6,AMECA,77,18,hombres,9,9
6,AMECA,78,18,hombres,1,1
6,AMECA,79,18,hombres,4,4
6,AMECA,80,18,hombres,4,4
6,AMECA,81,18,hombres,4,3
6,AMECA,82,18,hombres,0,0
6,AMECA,84,18,hombres,2,2
6,AMECA,85,18,hombres,2,1
6,AMECA,86,18,hombres,0,0
6,AMECA,87,18,hombres,5,5
6,AMECA,88,18,hombres,4,4
6,AMECA,89,18,hombres,0,0
6,AMECA,90,18,hombres,1,1
6,AMECA,91,18,hombres,4,3
6,AMECA,92,18,hombres,0,0
6,AMECA,93,18,hombres,3,3
6,AMECA,3738,18,hombres,11,10
6,AMECA,3739,18,hombres,9,8
7,SAN JUANITO DE ESCOBEDO,94,18,hombres,12,12
7,SAN JUANITO DE ESCOBEDO,95,18,hombres,4,4
7,SAN JUANITO DE ESCOBEDO,96,18,hombres,9,9
7,SAN JUANITO DE ESCOBEDO,97,18,hombres,1,1
7,SAN JUANITO DE ESCOBEDO,98,18,hombres,2,2
7,SAN JUANITO DE ESCOBEDO,99,18,hombres,5,5
7,SAN JUANITO DE ESCOBEDO,100,18,hombres,5,5
7,SAN JUANITO DE ESCOBEDO,101,18,hombres,2,2
9,EL ARENAL,139,18,hombres,21,21
9,EL ARENAL,140,18,hombres,11,10
9,EL ARENAL,141,18,hombres,35,25
9,EL ARENAL,142,18,hombres,14,14
9,EL ARENAL,143,18,hombres,17,17
19,BOLAÐOS,292,18,hombres,7,7
19,BOLAÐOS,293,18,hombres,5,5
19,BOLAÐOS,295,18,hombres,3,3
19,BOLAÐOS,3874,18,hombres,14,14
19,BOLAÐOS,3875,18,hombres,9,9
26,COLOTLAN,411,18,hombres,17,16
26,COLOTLAN,412,18,hombres,1,1
26,COLOTLAN,413,18,hombres,13,10
26,COLOTLAN,414,18,hombres,16,14
26,COLOTLAN,415,18,hombres,7,5
26,COLOTLAN,416,18,hombres,4,4
26,COLOTLAN,417,18,hombres,8,8
26,COLOTLAN,418,18,hombres,15,14
26,COLOTLAN,419,18,hombres,4,3
26,COLOTLAN,420,18,hombres,12,10
26,COLOTLAN,421,18,hombres,7,7
26,COLOTLAN,423,18,hombres,1,1
26,COLOTLAN,424,18,hombres,3,3
26,COLOTLAN,425,18,hombres,3,3
26,COLOTLAN,426,18,hombres,1,1
32,CHIMALTITAN,476,18,hombres,9,8
32,CHIMALTITAN,477,18,hombres,10,10
32,CHIMALTITAN,478,18,hombres,1,1
37,ETZATLAN,530,18,hombres,29,26
37,ETZATLAN,531,18,hombres,17,17
37,ETZATLAN,532,18,hombres,9,7
37,ETZATLAN,533,18,hombres,7,6
37,ETZATLAN,534,18,hombres,1,1
37,ETZATLAN,535,18,hombres,6,6
37,ETZATLAN,536,18,hombres,14,14
37,ETZATLAN,537,18,hombres,4,3
37,ETZATLAN,538,18,hombres,8,8
37,ETZATLAN,539,18,hombres,21,18
37,ETZATLAN,540,18,hombres,2,2
42,HOSTOTIPAQUILLO,1549,18,hombres,5,5
42,HOSTOTIPAQUILLO,1550,18,hombres,2,1
42,HOSTOTIPAQUILLO,1551,18,hombres,3,3
42,HOSTOTIPAQUILLO,1552,18,hombres,9,9
42,HOSTOTIPAQUILLO,1553,18,hombres,10,9
42,HOSTOTIPAQUILLO,1554,18,hombres,0,0
42,HOSTOTIPAQUILLO,1556,18,hombres,0,0
42,HOSTOTIPAQUILLO,1557,18,hombres,1,1
42,HOSTOTIPAQUILLO,1558,18,hombres,3,3
42,HOSTOTIPAQUILLO,1559,18,hombres,1,1
42,HOSTOTIPAQUILLO,1560,18,hombres,2,2
43,HUEJUCAR,1561,18,hombres,14,10
43,HUEJUCAR,1562,18,hombres,7,5
43,HUEJUCAR,1563,18,hombres,6,6
43,HUEJUCAR,1564,18,hombres,3,1
43,HUEJUCAR,1565,18,hombres,6,5
44,HUEJUQUILLA EL ALTO,1566,18,hombres,6,6
44,HUEJUQUILLA EL ALTO,1567,18,hombres,13,12
44,HUEJUQUILLA EL ALTO,1568,18,hombres,6,6
44,HUEJUQUILLA EL ALTO,1569,18,hombres,3,3
44,HUEJUQUILLA EL ALTO,1570,18,hombres,2,2
44,HUEJUQUILLA EL ALTO,1571,18,hombres,1,1
44,HUEJUQUILLA EL ALTO,1572,18,hombres,14,14
57,MAGDALENA,1782,18,hombres,17,14
57,MAGDALENA,1783,18,hombres,12,11
57,MAGDALENA,1784,18,hombres,30,23
57,MAGDALENA,1785,18,hombres,18,17
57,MAGDALENA,1786,18,hombres,5,5
57,MAGDALENA,1787,18,hombres,19,14
57,MAGDALENA,1788,18,hombres,7,6
57,MAGDALENA,1789,18,hombres,6,5
57,MAGDALENA,1790,18,hombres,8,6
57,MAGDALENA,1791,18,hombres,8,8
57,MAGDALENA,3663,18,hombres,5,5
57,MAGDALENA,3664,18,hombres,0,0
63,MEZQUITIC,1831,18,hombres,7,6
63,MEZQUITIC,1832,18,hombres,11,9
63,MEZQUITIC,1833,18,hombres,0,0
63,MEZQUITIC,1834,18,hombres,3,1
63,MEZQUITIC,1835,18,hombres,2,2
63,MEZQUITIC,1837,18,hombres,9,7
63,MEZQUITIC,1838,18,hombres,11,9
63,MEZQUITIC,3876,18,hombres,2,2
63,MEZQUITIC,3877,18,hombres,1,1
63,MEZQUITIC,3878,18,hombres,10,10
63,MEZQUITIC,3879,18,hombres,14,12
73,SAN CRISTOBAL DE LA BARRANCA,2050,18,hombres,9,9
73,SAN CRISTOBAL DE LA BARRANCA,2051,18,hombres,0,0
73,SAN CRISTOBAL DE LA BARRANCA,2052,18,hombres,4,3
73,SAN CRISTOBAL DE LA BARRANCA,2053,18,hombres,0,0
73,SAN CRISTOBAL DE LA BARRANCA,2054,18,hombres,2,2
77,SAN MARCOS,2107,18,hombres,9,9
77,SAN MARCOS,2108,18,hombres,21,21
78,SAN MARTIN DE BOLAÐOS,2110,18,hombres,5,5
78,SAN MARTIN DE BOLAÐOS,2111,18,hombres,12,12
78,SAN MARTIN DE BOLAÐOS,2112,18,hombres,0,0
82,SANTA MARIA DE LOS ANGELES,2157,18,hombres,3,1
82,SANTA MARIA DE LOS ANGELES,2158,18,hombres,9,8
82,SANTA MARIA DE LOS ANGELES,2159,18,hombres,5,5
82,SANTA MARIA DE LOS ANGELES,2160,18,hombres,3,3
82,SANTA MARIA DE LOS ANGELES,2161,18,hombres,1,1
84,TALA,2181,18,hombres,37,27
84,TALA,2182,18,hombres,40,34
84,TALA,2183,18,hombres,10,10
84,TALA,2184,18,hombres,5,5
84,TALA,2185,18,hombres,19,19
84,TALA,2186,18,hombres,4,4
84,TALA,2187,18,hombres,23,19
84,TALA,2188,18,hombres,6,5
84,TALA,2189,18,hombres,20,19
84,TALA,2190,18,hombres,16,12
84,TALA,2191,18,hombres,3,3
84,TALA,2192,18,hombres,4,3
84,TALA,2193,18,hombres,4,4
84,TALA,2194,18,hombres,5,4
84,TALA,2195,18,hombres,1,1
84,TALA,2196,18,hombres,25,22
84,TALA,2197,18,hombres,11,11
84,TALA,2198,18,hombres,19,17
84,TALA,2199,18,hombres,11,9
84,TALA,2200,18,hombres,17,16
84,TALA,2201,18,hombres,4,4
84,TALA,2202,18,hombres,6,6
84,TALA,2204,18,hombres,5,5
84,TALA,2205,18,hombres,16,14
84,TALA,2206,18,hombres,8,8
84,TALA,2207,18,hombres,16,15
84,TALA,2208,18,hombres,9,8
84,TALA,2209,18,hombres,4,3
84,TALA,2210,18,hombres,34,33
84,TALA,2211,18,hombres,4,4
84,TALA,3665,18,hombres,5,5
84,TALA,3666,18,hombres,6,5
84,TALA,3746,18,hombres,51,46
84,TALA,3747,18,hombres,36,33
84,TALA,3748,18,hombres,6,4
84,TALA,3749,18,hombres,40,36
84,TALA,3750,18,hombres,11,11
84,TALA,3751,18,hombres,5,5
95,TEQUILA,2396,18,hombres,16,14
95,TEQUILA,2397,18,hombres,5,4
95,TEQUILA,2398,18,hombres,6,6
95,TEQUILA,2399,18,hombres,11,11
95,TEQUILA,2401,18,hombres,10,8
95,TEQUILA,2402,18,hombres,6,5
95,TEQUILA,2403,18,hombres,6,6
95,TEQUILA,2404,18,hombres,7,6
95,TEQUILA,2405,18,hombres,7,7
95,TEQUILA,2406,18,hombres,28,25
95,TEQUILA,2407,18,hombres,51,49
95,TEQUILA,2408,18,hombres,23,21
95,TEQUILA,2409,18,hombres,1,1
95,TEQUILA,2410,18,hombres,2,2
95,TEQUILA,2411,18,hombres,0,0
95,TEQUILA,2412,18,hombres,5,5
95,TEQUILA,2413,18,hombres,8,8
95,TEQUILA,2414,18,hombres,0,0
95,TEQUILA,2415,18,hombres,11,11
95,TEQUILA,2416,18,hombres,2,2
95,TEQUILA,2417,18,hombres,0,0
95,TEQUILA,3691,18,hombres,3,3
95,TEQUILA,3692,18,hombres,18,18
95,TEQUILA,3693,18,hombres,0,0
95,TEQUILA,3752,18,hombres,20,19
95,TEQUILA,3753,18,hombres,7,6
96,TEUCHITLAN,2418,18,hombres,11,7
96,TEUCHITLAN,2419,18,hombres,6,5
96,TEUCHITLAN,2420,18,hombres,8,7
96,TEUCHITLAN,2421,18,hombres,4,4
96,TEUCHITLAN,2422,18,hombres,3,3
96,TEUCHITLAN,2423,18,hombres,19,15
105,TOTATICHE,2742,18,hombres,8,7
105,TOTATICHE,2743,18,hombres,5,2
105,TOTATICHE,2744,18,hombres,1,1
105,TOTATICHE,2745,18,hombres,0,0
105,TOTATICHE,2746,18,hombres,0,0
105,TOTATICHE,2747,18,hombres,6,6
115,VILLA GUERRERO,2839,18,hombres,1,1
115,VILLA GUERRERO,2840,18,hombres,3,3
115,VILLA GUERRERO,2841,18,hombres,5,4
115,VILLA GUERRERO,2842,18,hombres,4,4
115,VILLA GUERRERO,2844,18,hombres,0,0
115,VILLA GUERRERO,2845,18,hombres,1,1
115,VILLA GUERRERO,2846,18,hombres,0,0
36,ENCARNACION DE DIAZ,501,18,hombres,34,29
36,ENCARNACION DE DIAZ,502,18,hombres,7,6
36,ENCARNACION DE DIAZ,503,18,hombres,4,3
36,ENCARNACION DE DIAZ,504,18,hombres,26,24
36,ENCARNACION DE DIAZ,505,18,hombres,30,25
36,ENCARNACION DE DIAZ,506,18,hombres,15,14
36,ENCARNACION DE DIAZ,507,18,hombres,2,0
36,ENCARNACION DE DIAZ,508,18,hombres,6,4
36,ENCARNACION DE DIAZ,509,18,hombres,16,13
36,ENCARNACION DE DIAZ,510,18,hombres,10,10
36,ENCARNACION DE DIAZ,511,18,hombres,4,4
36,ENCARNACION DE DIAZ,512,18,hombres,11,9
36,ENCARNACION DE DIAZ,513,18,hombres,4,3
36,ENCARNACION DE DIAZ,514,18,hombres,2,1
36,ENCARNACION DE DIAZ,518,18,hombres,3,3
36,ENCARNACION DE DIAZ,519,18,hombres,1,1
36,ENCARNACION DE DIAZ,520,18,hombres,13,8
36,ENCARNACION DE DIAZ,521,18,hombres,12,11
36,ENCARNACION DE DIAZ,522,18,hombres,3,3
36,ENCARNACION DE DIAZ,523,18,hombres,2,2
36,ENCARNACION DE DIAZ,524,18,hombres,1,1
36,ENCARNACION DE DIAZ,525,18,hombres,10,10
36,ENCARNACION DE DIAZ,526,18,hombres,9,7
36,ENCARNACION DE DIAZ,527,18,hombres,11,11
36,ENCARNACION DE DIAZ,528,18,hombres,4,4
36,ENCARNACION DE DIAZ,529,18,hombres,4,4
36,ENCARNACION DE DIAZ,3358,18,hombres,5,5
36,ENCARNACION DE DIAZ,3359,18,hombres,8,7
36,ENCARNACION DE DIAZ,3360,18,hombres,4,3
36,ENCARNACION DE DIAZ,3361,18,hombres,3,2
36,ENCARNACION DE DIAZ,3362,18,hombres,3,1
55,LAGOS DE MORENO,1702,18,hombres,26,25
55,LAGOS DE MORENO,1703,18,hombres,24,23
55,LAGOS DE MORENO,1704,18,hombres,10,9
55,LAGOS DE MORENO,1705,18,hombres,4,3
55,LAGOS DE MORENO,1706,18,hombres,25,23
55,LAGOS DE MORENO,1707,18,hombres,18,17
55,LAGOS DE MORENO,1708,18,hombres,12,11
55,LAGOS DE MORENO,1709,18,hombres,7,7
55,LAGOS DE MORENO,1710,18,hombres,7,7
55,LAGOS DE MORENO,1711,18,hombres,40,38
55,LAGOS DE MORENO,1712,18,hombres,6,6
55,LAGOS DE MORENO,1713,18,hombres,75,70
55,LAGOS DE MORENO,1714,18,hombres,11,11
55,LAGOS DE MORENO,1716,18,hombres,0,0
55,LAGOS DE MORENO,1717,18,hombres,3,3
55,LAGOS DE MORENO,1718,18,hombres,2,2
55,LAGOS DE MORENO,1719,18,hombres,6,5
55,LAGOS DE MORENO,1720,18,hombres,6,6
55,LAGOS DE MORENO,1721,18,hombres,1,1
55,LAGOS DE MORENO,1722,18,hombres,4,4
55,LAGOS DE MORENO,1723,18,hombres,2,1
55,LAGOS DE MORENO,1724,18,hombres,1,1
55,LAGOS DE MORENO,1725,18,hombres,0,0
55,LAGOS DE MORENO,1726,18,hombres,3,3
55,LAGOS DE MORENO,1728,18,hombres,2,2
55,LAGOS DE MORENO,1729,18,hombres,8,7
55,LAGOS DE MORENO,1730,18,hombres,8,8
55,LAGOS DE MORENO,1731,18,hombres,36,36
55,LAGOS DE MORENO,1732,18,hombres,17,15
55,LAGOS DE MORENO,1733,18,hombres,5,4
55,LAGOS DE MORENO,1735,18,hombres,29,28
55,LAGOS DE MORENO,1736,18,hombres,16,15
55,LAGOS DE MORENO,1737,18,hombres,68,62
55,LAGOS DE MORENO,1738,18,hombres,6,5
55,LAGOS DE MORENO,1739,18,hombres,8,8
55,LAGOS DE MORENO,1740,18,hombres,5,4
55,LAGOS DE MORENO,1741,18,hombres,1,1
55,LAGOS DE MORENO,1742,18,hombres,1,1
55,LAGOS DE MORENO,1743,18,hombres,2,1
55,LAGOS DE MORENO,1744,18,hombres,0,0
55,LAGOS DE MORENO,1745,18,hombres,1,1
55,LAGOS DE MORENO,1746,18,hombres,3,3
55,LAGOS DE MORENO,1747,18,hombres,5,5
55,LAGOS DE MORENO,1749,18,hombres,16,14
55,LAGOS DE MORENO,1751,18,hombres,0,0
55,LAGOS DE MORENO,1752,18,hombres,3,3
55,LAGOS DE MORENO,1753,18,hombres,2,2
55,LAGOS DE MORENO,1754,18,hombres,12,12
55,LAGOS DE MORENO,1755,18,hombres,7,7
55,LAGOS DE MORENO,1756,18,hombres,0,0
55,LAGOS DE MORENO,1757,18,hombres,3,3
55,LAGOS DE MORENO,1758,18,hombres,1,1
55,LAGOS DE MORENO,1759,18,hombres,7,6
55,LAGOS DE MORENO,1760,18,hombres,20,20
55,LAGOS DE MORENO,1761,18,hombres,13,12
55,LAGOS DE MORENO,1762,18,hombres,5,4
55,LAGOS DE MORENO,1764,18,hombres,5,3
55,LAGOS DE MORENO,1765,18,hombres,5,3
55,LAGOS DE MORENO,1766,18,hombres,2,1
55,LAGOS DE MORENO,1767,18,hombres,10,9
55,LAGOS DE MORENO,1768,18,hombres,7,7
55,LAGOS DE MORENO,1769,18,hombres,49,46
55,LAGOS DE MORENO,1770,18,hombres,1,1
55,LAGOS DE MORENO,1772,18,hombres,29,28
55,LAGOS DE MORENO,1773,18,hombres,4,4
55,LAGOS DE MORENO,1774,18,hombres,4,3
55,LAGOS DE MORENO,1775,18,hombres,0,0
55,LAGOS DE MORENO,3645,18,hombres,13,12
55,LAGOS DE MORENO,3646,18,hombres,10,9
55,LAGOS DE MORENO,3647,18,hombres,15,15
55,LAGOS DE MORENO,3648,18,hombres,20,18
55,LAGOS DE MORENO,3649,18,hombres,17,15
55,LAGOS DE MORENO,3695,18,hombres,20,20
55,LAGOS DE MORENO,3696,18,hombres,29,27
55,LAGOS DE MORENO,3754,18,hombres,6,6
55,LAGOS DE MORENO,3755,18,hombres,21,20
55,LAGOS DE MORENO,3756,18,hombres,18,17
55,LAGOS DE MORENO,3757,18,hombres,12,10
55,LAGOS DE MORENO,3758,18,hombres,36,31
55,LAGOS DE MORENO,3759,18,hombres,28,26
55,LAGOS DE MORENO,3880,18,hombres,10,9
55,LAGOS DE MORENO,3881,18,hombres,19,18
66,OJUELOS DE JALISCO,1886,18,hombres,11,9
66,OJUELOS DE JALISCO,1887,18,hombres,16,14
66,OJUELOS DE JALISCO,1888,18,hombres,12,12
66,OJUELOS DE JALISCO,1889,18,hombres,24,19
66,OJUELOS DE JALISCO,1890,18,hombres,2,2
66,OJUELOS DE JALISCO,1891,18,hombres,2,2
66,OJUELOS DE JALISCO,1892,18,hombres,9,9
66,OJUELOS DE JALISCO,1893,18,hombres,16,13
66,OJUELOS DE JALISCO,1894,18,hombres,1,1
66,OJUELOS DE JALISCO,1895,18,hombres,9,7
66,OJUELOS DE JALISCO,1896,18,hombres,15,13
66,OJUELOS DE JALISCO,1897,18,hombres,6,6
66,OJUELOS DE JALISCO,1898,18,hombres,1,1
66,OJUELOS DE JALISCO,1899,18,hombres,4,3
66,OJUELOS DE JALISCO,1900,18,hombres,10,10
75,SAN JUAN DE LOS LAGOS,2064,18,hombres,10,9
75,SAN JUAN DE LOS LAGOS,2065,18,hombres,3,2
75,SAN JUAN DE LOS LAGOS,2066,18,hombres,43,39
75,SAN JUAN DE LOS LAGOS,2068,18,hombres,15,13
75,SAN JUAN DE LOS LAGOS,2069,18,hombres,10,10
75,SAN JUAN DE LOS LAGOS,2070,18,hombres,1,1
75,SAN JUAN DE LOS LAGOS,2071,18,hombres,21,16
75,SAN JUAN DE LOS LAGOS,2072,18,hombres,3,2
75,SAN JUAN DE LOS LAGOS,2073,18,hombres,6,6
75,SAN JUAN DE LOS LAGOS,2074,18,hombres,20,18
75,SAN JUAN DE LOS LAGOS,2075,18,hombres,27,24
75,SAN JUAN DE LOS LAGOS,2076,18,hombres,31,28
75,SAN JUAN DE LOS LAGOS,2077,18,hombres,5,4
75,SAN JUAN DE LOS LAGOS,2078,18,hombres,11,10
75,SAN JUAN DE LOS LAGOS,2079,18,hombres,34,32
75,SAN JUAN DE LOS LAGOS,2080,18,hombres,2,2
75,SAN JUAN DE LOS LAGOS,2081,18,hombres,8,8
75,SAN JUAN DE LOS LAGOS,2082,18,hombres,2,2
75,SAN JUAN DE LOS LAGOS,2083,18,hombres,6,5
75,SAN JUAN DE LOS LAGOS,2084,18,hombres,5,5
75,SAN JUAN DE LOS LAGOS,2085,18,hombres,4,4
75,SAN JUAN DE LOS LAGOS,2086,18,hombres,7,7
75,SAN JUAN DE LOS LAGOS,2087,18,hombres,8,6
75,SAN JUAN DE LOS LAGOS,2088,18,hombres,2,1
75,SAN JUAN DE LOS LAGOS,2089,18,hombres,3,1
75,SAN JUAN DE LOS LAGOS,2090,18,hombres,2,2
75,SAN JUAN DE LOS LAGOS,2091,18,hombres,2,2
75,SAN JUAN DE LOS LAGOS,2092,18,hombres,3,3
75,SAN JUAN DE LOS LAGOS,2093,18,hombres,31,29
75,SAN JUAN DE LOS LAGOS,2094,18,hombres,15,14
75,SAN JUAN DE LOS LAGOS,2095,18,hombres,1,1
75,SAN JUAN DE LOS LAGOS,2096,18,hombres,0,0
75,SAN JUAN DE LOS LAGOS,3650,18,hombres,25,25
75,SAN JUAN DE LOS LAGOS,3651,18,hombres,11,9
75,SAN JUAN DE LOS LAGOS,3667,18,hombres,1,1
75,SAN JUAN DE LOS LAGOS,3668,18,hombres,1,1
75,SAN JUAN DE LOS LAGOS,3669,18,hombres,0,0
75,SAN JUAN DE LOS LAGOS,3670,18,hombres,0,0
75,SAN JUAN DE LOS LAGOS,3760,18,hombres,11,10
75,SAN JUAN DE LOS LAGOS,3761,18,hombres,24,23
75,SAN JUAN DE LOS LAGOS,3762,18,hombres,14,12
75,SAN JUAN DE LOS LAGOS,3763,18,hombres,28,25
92,TEOCALTICHE,2307,18,hombres,10,10
92,TEOCALTICHE,2308,18,hombres,10,10
92,TEOCALTICHE,2309,18,hombres,2,2
92,TEOCALTICHE,2310,18,hombres,6,5
92,TEOCALTICHE,2311,18,hombres,4,4
92,TEOCALTICHE,2312,18,hombres,0,0
92,TEOCALTICHE,2313,18,hombres,4,4
92,TEOCALTICHE,2314,18,hombres,0,0
92,TEOCALTICHE,2315,18,hombres,7,6
92,TEOCALTICHE,2316,18,hombres,18,18
92,TEOCALTICHE,2317,18,hombres,1,1
92,TEOCALTICHE,2318,18,hombres,36,35
92,TEOCALTICHE,2319,18,hombres,12,9
92,TEOCALTICHE,2320,18,hombres,23,17
92,TEOCALTICHE,2321,18,hombres,7,5
92,TEOCALTICHE,2322,18,hombres,8,7
92,TEOCALTICHE,2323,18,hombres,14,14
92,TEOCALTICHE,2324,18,hombres,17,12
92,TEOCALTICHE,2325,18,hombres,6,3
92,TEOCALTICHE,2326,18,hombres,4,3
92,TEOCALTICHE,2327,18,hombres,2,2
92,TEOCALTICHE,2328,18,hombres,10,10
92,TEOCALTICHE,2329,18,hombres,1,1
110,UNION DE SAN ANTONIO,2794,18,hombres,32,31
110,UNION DE SAN ANTONIO,2795,18,hombres,4,3
110,UNION DE SAN ANTONIO,2796,18,hombres,16,15
110,UNION DE SAN ANTONIO,2797,18,hombres,9,9
110,UNION DE SAN ANTONIO,2798,18,hombres,3,2
110,UNION DE SAN ANTONIO,2799,18,hombres,8,7
110,UNION DE SAN ANTONIO,2800,18,hombres,14,12
110,UNION DE SAN ANTONIO,2801,18,hombres,10,8
110,UNION DE SAN ANTONIO,2802,18,hombres,0,0
110,UNION DE SAN ANTONIO,2803,18,hombres,16,14
116,VILLA HIDALGO,2847,18,hombres,32,23
116,VILLA HIDALGO,2848,18,hombres,21,16
116,VILLA HIDALGO,2849,18,hombres,18,14
116,VILLA HIDALGO,2850,18,hombres,30,21
116,VILLA HIDALGO,2851,18,hombres,3,2
116,VILLA HIDALGO,2852,18,hombres,1,1
116,VILLA HIDALGO,2853,18,hombres,1,1
116,VILLA HIDALGO,2854,18,hombres,19,14
1,ACATIC,1,18,hombres,16,12
1,ACATIC,2,18,hombres,8,8
1,ACATIC,3,18,hombres,18,16
1,ACATIC,4,18,hombres,23,20
1,ACATIC,5,18,hombres,15,14
1,ACATIC,6,18,hombres,15,13
1,ACATIC,7,18,hombres,5,4
1,ACATIC,8,18,hombres,0,0
1,ACATIC,10,18,hombres,17,14
1,ACATIC,11,18,hombres,14,13
1,ACATIC,12,18,hombres,4,4
30,CUQUIO,445,18,hombres,11,11
30,CUQUIO,446,18,hombres,9,7
30,CUQUIO,447,18,hombres,7,7
30,CUQUIO,448,18,hombres,4,4
30,CUQUIO,449,18,hombres,4,3
30,CUQUIO,450,18,hombres,7,7
30,CUQUIO,451,18,hombres,4,4
30,CUQUIO,452,18,hombres,4,4
30,CUQUIO,453,18,hombres,12,11
30,CUQUIO,454,18,hombres,8,7
30,CUQUIO,455,18,hombres,5,5
30,CUQUIO,456,18,hombres,5,5
47,IXTLAHUACAN DEL RIO,1602,18,hombres,18,13
47,IXTLAHUACAN DEL RIO,1603,18,hombres,11,11
47,IXTLAHUACAN DEL RIO,1604,18,hombres,12,10
47,IXTLAHUACAN DEL RIO,1605,18,hombres,6,6
47,IXTLAHUACAN DEL RIO,1606,18,hombres,2,1
47,IXTLAHUACAN DEL RIO,1607,18,hombres,2,2
47,IXTLAHUACAN DEL RIO,1608,18,hombres,10,10
47,IXTLAHUACAN DEL RIO,1609,18,hombres,17,15
47,IXTLAHUACAN DEL RIO,1610,18,hombres,3,2
47,IXTLAHUACAN DEL RIO,1611,18,hombres,1,1
47,IXTLAHUACAN DEL RIO,1612,18,hombres,5,5
47,IXTLAHUACAN DEL RIO,3662,18,hombres,10,9
53,JUANACATLAN,1689,18,hombres,12,9
53,JUANACATLAN,1690,18,hombres,11,10
53,JUANACATLAN,1691,18,hombres,13,11
53,JUANACATLAN,1692,18,hombres,19,16
53,JUANACATLAN,1693,18,hombres,5,5
53,JUANACATLAN,1694,18,hombres,102,96
53,JUANACATLAN,1695,18,hombres,11,11
62,MEXTICACAN,1824,18,hombres,11,9
62,MEXTICACAN,1825,18,hombres,5,5
62,MEXTICACAN,1826,18,hombres,5,4
62,MEXTICACAN,1827,18,hombres,4,2
62,MEXTICACAN,1828,18,hombres,2,2
62,MEXTICACAN,1829,18,hombres,4,3
62,MEXTICACAN,1830,18,hombres,1,1
94,TEPATITLAN DE MORELOS,2340,18,hombres,22,20
94,TEPATITLAN DE MORELOS,2341,18,hombres,29,23
94,TEPATITLAN DE MORELOS,2342,18,hombres,22,20
94,TEPATITLAN DE MORELOS,2343,18,hombres,28,27
94,TEPATITLAN DE MORELOS,2344,18,hombres,59,54
94,TEPATITLAN DE MORELOS,2345,18,hombres,8,7
94,TEPATITLAN DE MORELOS,2346,18,hombres,16,16
94,TEPATITLAN DE MORELOS,2347,18,hombres,11,10
94,TEPATITLAN DE MORELOS,2348,18,hombres,14,13
94,TEPATITLAN DE MORELOS,2349,18,hombres,9,8
94,TEPATITLAN DE MORELOS,2350,18,hombres,7,7
94,TEPATITLAN DE MORELOS,2351,18,hombres,33,32
94,TEPATITLAN DE MORELOS,2352,18,hombres,56,53
94,TEPATITLAN DE MORELOS,2353,18,hombres,40,35
94,TEPATITLAN DE MORELOS,2354,18,hombres,10,8
94,TEPATITLAN DE MORELOS,2355,18,hombres,17,17
94,TEPATITLAN DE MORELOS,2356,18,hombres,16,14
94,TEPATITLAN DE MORELOS,2357,18,hombres,54,52
94,TEPATITLAN DE MORELOS,2358,18,hombres,7,7
94,TEPATITLAN DE MORELOS,2359,18,hombres,11,10
94,TEPATITLAN DE MORELOS,2362,18,hombres,41,39
94,TEPATITLAN DE MORELOS,2363,18,hombres,36,33
94,TEPATITLAN DE MORELOS,2364,18,hombres,74,68
94,TEPATITLAN DE MORELOS,2365,18,hombres,6,5
