clave municipio,nombre municipio,seccion,rango_edad,sexo,total_padron,total_lista
41,GUADALAJARA,1219,55-59,hombres,77,76
41,GUADALAJARA,1220,55-59,hombres,62,61
41,GUADALAJARA,1221,55-59,hombres,42,42
41,GUADALAJARA,1222,55-59,hombres,20,20
41,GUADALAJARA,1223,55-59,hombres,38,38
41,GUADALAJARA,1224,55-59,hombres,105,105
41,GUADALAJARA,1225,55-59,hombres,32,32
41,GUADALAJARA,1226,55-59,hombres,39,39
41,GUADALAJARA,1227,55-59,hombres,60,59
41,GUADALAJARA,1228,55-59,hombres,31,30
41,GUADALAJARA,1229,55-59,hombres,45,44
41,GUADALAJARA,1230,55-59,hombres,41,41
41,GUADALAJARA,1231,55-59,hombres,39,38
41,GUADALAJARA,1232,55-59,hombres,29,29
41,GUADALAJARA,1233,55-59,hombres,78,75
41,GUADALAJARA,1234,55-59,hombres,69,68
41,GUADALAJARA,1235,55-59,hombres,59,58
41,GUADALAJARA,1236,55-59,hombres,77,76
41,GUADALAJARA,1237,55-59,hombres,73,73
41,GUADALAJARA,1238,55-59,hombres,68,67
41,GUADALAJARA,1239,55-59,hombres,62,61
41,GUADALAJARA,1240,55-59,hombres,47,47
41,GUADALAJARA,1241,55-59,hombres,47,47
41,GUADALAJARA,1242,55-59,hombres,103,103
41,GUADALAJARA,1243,55-59,hombres,67,67
41,GUADALAJARA,1244,55-59,hombres,67,64
41,GUADALAJARA,1245,55-59,hombres,34,33
41,GUADALAJARA,1246,55-59,hombres,31,31
41,GUADALAJARA,1247,55-59,hombres,88,88
41,GUADALAJARA,1248,55-59,hombres,73,73
41,GUADALAJARA,1249,55-59,hombres,75,75
41,GUADALAJARA,1250,55-59,hombres,36,36
41,GUADALAJARA,1251,55-59,hombres,35,33
41,GUADALAJARA,1252,55-59,hombres,73,73
41,GUADALAJARA,1253,55-59,hombres,32,32
41,GUADALAJARA,1254,55-59,hombres,36,34
41,GUADALAJARA,1255,55-59,hombres,63,62
41,GUADALAJARA,1256,55-59,hombres,61,61
41,GUADALAJARA,1257,55-59,hombres,49,49
41,GUADALAJARA,1258,55-59,hombres,12,12
41,GUADALAJARA,1259,55-59,hombres,12,12
41,GUADALAJARA,1260,55-59,hombres,22,22
41,GUADALAJARA,1261,55-59,hombres,77,76
41,GUADALAJARA,1262,55-59,hombres,53,53
41,GUADALAJARA,1263,55-59,hombres,37,36
41,GUADALAJARA,1264,55-59,hombres,41,41
41,GUADALAJARA,1265,55-59,hombres,53,53
41,GUADALAJARA,1266,55-59,hombres,39,38
41,GUADALAJARA,1267,55-59,hombres,75,74
41,GUADALAJARA,1268,55-59,hombres,54,53
41,GUADALAJARA,1269,55-59,hombres,54,54
41,GUADALAJARA,1270,55-59,hombres,67,65
41,GUADALAJARA,1271,55-59,hombres,61,61
41,GUADALAJARA,1272,55-59,hombres,64,64
41,GUADALAJARA,1273,55-59,hombres,74,73
41,GUADALAJARA,1274,55-59,hombres,51,51
41,GUADALAJARA,1275,55-59,hombres,47,47
41,GUADALAJARA,1276,55-59,hombres,38,38
41,GUADALAJARA,1277,55-59,hombres,46,46
41,GUADALAJARA,1278,55-59,hombres,54,54
41,GUADALAJARA,1279,55-59,hombres,46,46
41,GUADALAJARA,1280,55-59,hombres,61,61
41,GUADALAJARA,1281,55-59,hombres,35,34
41,GUADALAJARA,1282,55-59,hombres,35,35
41,GUADALAJARA,1283,55-59,hombres,59,59
41,GUADALAJARA,1284,55-59,hombres,40,39
41,GUADALAJARA,1285,55-59,hombres,34,34
41,GUADALAJARA,1286,55-59,hombres,32,30
41,GUADALAJARA,1287,55-59,hombres,32,32
41,GUADALAJARA,1288,55-59,hombres,57,56
41,GUADALAJARA,1289,55-59,hombres,56,56
41,GUADALAJARA,1290,55-59,hombres,46,46
41,GUADALAJARA,1291,55-59,hombres,53,53
41,GUADALAJARA,1292,55-59,hombres,75,74
41,GUADALAJARA,1293,55-59,hombres,53,52
41,GUADALAJARA,1294,55-59,hombres,34,32
41,GUADALAJARA,1295,55-59,hombres,22,22
41,GUADALAJARA,1296,55-59,hombres,55,54
41,GUADALAJARA,1297,55-59,hombres,49,47
41,GUADALAJARA,1298,55-59,hombres,44,43
41,GUADALAJARA,1299,55-59,hombres,31,31
41,GUADALAJARA,1300,55-59,hombres,38,38
41,GUADALAJARA,1301,55-59,hombres,35,34
41,GUADALAJARA,1302,55-59,hombres,31,29
41,GUADALAJARA,1303,55-59,hombres,41,41
41,GUADALAJARA,1304,55-59,hombres,27,27
41,GUADALAJARA,1305,55-59,hombres,38,37
41,GUADALAJARA,1306,55-59,hombres,21,20
41,GUADALAJARA,1307,55-59,hombres,51,51
41,GUADALAJARA,1308,55-59,hombres,39,39
41,GUADALAJARA,1309,55-59,hombres,55,55
41,GUADALAJARA,1310,55-59,hombres,53,53
41,GUADALAJARA,1311,55-59,hombres,49,49
41,GUADALAJARA,1312,55-59,hombres,34,34
41,GUADALAJARA,1313,55-59,hombres,37,36
41,GUADALAJARA,1314,55-59,hombres,37,37
41,GUADALAJARA,1315,55-59,hombres,55,55
41,GUADALAJARA,1316,55-59,hombres,26,26
41,GUADALAJARA,1317,55-59,hombres,31,29
41,GUADALAJARA,1318,55-59,hombres,60,59
41,GUADALAJARA,1319,55-59,hombres,56,55
41,GUADALAJARA,1320,55-59,hombres,61,61
41,GUADALAJARA,1321,55-59,hombres,51,51
41,GUADALAJARA,1322,55-59,hombres,48,48
41,GUADALAJARA,1323,55-59,hombres,36,35
41,GUADALAJARA,1324,55-59,hombres,39,39
41,GUADALAJARA,1325,55-59,hombres,41,41
41,GUADALAJARA,1326,55-59,hombres,43,43
41,GUADALAJARA,1327,55-59,hombres,58,58
41,GUADALAJARA,1328,55-59,hombres,86,85
41,GUADALAJARA,1329,55-59,hombres,46,45
41,GUADALAJARA,1330,55-59,hombres,54,53
41,GUADALAJARA,1331,55-59,hombres,121,121
41,GUADALAJARA,1332,55-59,hombres,86,85
41,GUADALAJARA,1333,55-59,hombres,70,70
41,GUADALAJARA,1334,55-59,hombres,33,32
41,GUADALAJARA,1335,55-59,hombres,50,50
41,GUADALAJARA,1336,55-59,hombres,60,60
41,GUADALAJARA,1337,55-59,hombres,46,46
41,GUADALAJARA,1338,55-59,hombres,49,49
41,GUADALAJARA,1339,55-59,hombres,43,43
41,GUADALAJARA,1340,55-59,hombres,54,52
41,GUADALAJARA,1341,55-59,hombres,56,55
41,GUADALAJARA,1342,55-59,hombres,50,48
41,GUADALAJARA,1343,55-59,hombres,58,57
41,GUADALAJARA,1344,55-59,hombres,66,66
41,GUADALAJARA,1345,55-59,hombres,66,64
41,GUADALAJARA,1346,55-59,hombres,52,52
41,GUADALAJARA,1347,55-59,hombres,72,72
41,GUADALAJARA,1348,55-59,hombres,47,47
41,GUADALAJARA,1349,55-59,hombres,54,54
41,GUADALAJARA,1350,55-59,hombres,35,35
41,GUADALAJARA,1351,55-59,hombres,45,45
41,GUADALAJARA,1352,55-59,hombres,34,34
41,GUADALAJARA,1353,55-59,hombres,55,54
41,GUADALAJARA,1354,55-59,hombres,27,26
41,GUADALAJARA,1355,55-59,hombres,39,39
41,GUADALAJARA,1356,55-59,hombres,30,30
41,GUADALAJARA,1362,55-59,hombres,27,27
41,GUADALAJARA,1363,55-59,hombres,39,37
41,GUADALAJARA,1364,55-59,hombres,65,65
41,GUADALAJARA,1365,55-59,hombres,55,55
41,GUADALAJARA,1366,55-59,hombres,34,34
41,GUADALAJARA,1367,55-59,hombres,20,19
41,GUADALAJARA,1368,55-59,hombres,50,49
41,GUADALAJARA,1369,55-59,hombres,32,32
41,GUADALAJARA,1370,55-59,hombres,35,34
41,GUADALAJARA,1371,55-59,hombres,89,89
41,GUADALAJARA,1372,55-59,hombres,61,61
41,GUADALAJARA,1373,55-59,hombres,50,50
41,GUADALAJARA,3716,55-59,hombres,100,98
41,GUADALAJARA,3717,55-59,hombres,79,79
41,GUADALAJARA,3718,55-59,hombres,56,56
41,GUADALAJARA,3719,55-59,hombres,83,83
41,GUADALAJARA,3720,55-59,hombres,68,67
120,ZAPOPAN,2900,55-59,hombres,34,34
120,ZAPOPAN,2901,55-59,hombres,32,32
120,ZAPOPAN,2902,55-59,hombres,86,85
120,ZAPOPAN,2903,55-59,hombres,53,53
120,ZAPOPAN,2904,55-59,hombres,51,51
120,ZAPOPAN,2905,55-59,hombres,64,63
120,ZAPOPAN,3050,55-59,hombres,60,59
120,ZAPOPAN,3051,55-59,hombres,66,66
120,ZAPOPAN,3052,55-59,hombres,44,43
120,ZAPOPAN,3053,55-59,hombres,67,65
120,ZAPOPAN,3054,55-59,hombres,47,47
120,ZAPOPAN,3055,55-59,hombres,50,49
120,ZAPOPAN,3056,55-59,hombres,28,28
120,ZAPOPAN,3057,55-59,hombres,32,31
120,ZAPOPAN,3058,55-59,hombres,46,45
120,ZAPOPAN,3067,55-59,hombres,76,76
120,ZAPOPAN,3068,55-59,hombres,236,235
120,ZAPOPAN,3069,55-59,hombres,50,50
120,ZAPOPAN,3070,55-59,hombres,49,48
120,ZAPOPAN,3071,55-59,hombres,79,77
120,ZAPOPAN,3072,55-59,hombres,39,39
120,ZAPOPAN,3074,55-59,hombres,94,94
120,ZAPOPAN,3077,55-59,hombres,88,87
120,ZAPOPAN,3078,55-59,hombres,70,70
120,ZAPOPAN,3079,55-59,hombres,97,95
120,ZAPOPAN,3080,55-59,hombres,64,63
120,ZAPOPAN,3081,55-59,hombres,58,57
120,ZAPOPAN,3082,55-59,hombres,54,54
120,ZAPOPAN,3083,55-59,hombres,68,68
120,ZAPOPAN,3084,55-59,hombres,29,28
120,ZAPOPAN,3085,55-59,hombres,39,38
120,ZAPOPAN,3088,55-59,hombres,63,63
120,ZAPOPAN,3089,55-59,hombres,31,30
120,ZAPOPAN,3090,55-59,hombres,49,48
120,ZAPOPAN,3091,55-59,hombres,60,60
120,ZAPOPAN,3092,55-59,hombres,53,53
120,ZAPOPAN,3093,55-59,hombres,46,45
120,ZAPOPAN,3094,55-59,hombres,52,52
120,ZAPOPAN,3095,55-59,hombres,57,57
120,ZAPOPAN,3096,55-59,hombres,41,41
120,ZAPOPAN,3097,55-59,hombres,145,143
120,ZAPOPAN,3098,55-59,hombres,72,69
120,ZAPOPAN,3100,55-59,hombres,100,100
120,ZAPOPAN,3101,55-59,hombres,55,55
120,ZAPOPAN,3102,55-59,hombres,37,37
120,ZAPOPAN,3103,55-59,hombres,65,64
120,ZAPOPAN,3104,55-59,hombres,45,44
120,ZAPOPAN,3105,55-59,hombres,81,80
120,ZAPOPAN,3106,55-59,hombres,85,85
120,ZAPOPAN,3107,55-59,hombres,44,43
120,ZAPOPAN,3108,55-59,hombres,47,45
120,ZAPOPAN,3109,55-59,hombres,35,35
120,ZAPOPAN,3110,55-59,hombres,76,76
120,ZAPOPAN,3111,55-59,hombres,296,294
120,ZAPOPAN,3112,55-59,hombres,93,93
120,ZAPOPAN,3113,55-59,hombres,146,144
120,ZAPOPAN,3114,55-59,hombres,246,246
120,ZAPOPAN,3115,55-59,hombres,48,48
120,ZAPOPAN,3120,55-59,hombres,156,154
120,ZAPOPAN,3121,55-59,hombres,164,164
120,ZAPOPAN,3122,55-59,hombres,209,209
120,ZAPOPAN,3123,55-59,hombres,45,45
120,ZAPOPAN,3124,55-59,hombres,50,49
120,ZAPOPAN,3125,55-59,hombres,52,51
120,ZAPOPAN,3126,55-59,hombres,175,172
120,ZAPOPAN,3127,55-59,hombres,17,17
120,ZAPOPAN,3128,55-59,hombres,18,18
120,ZAPOPAN,3129,55-59,hombres,57,57
120,ZAPOPAN,3130,55-59,hombres,35,35
120,ZAPOPAN,3131,55-59,hombres,30,30
120,ZAPOPAN,3132,55-59,hombres,99,99
120,ZAPOPAN,3133,55-59,hombres,62,61
120,ZAPOPAN,3134,55-59,hombres,36,35
120,ZAPOPAN,3135,55-59,hombres,34,33
120,ZAPOPAN,3136,55-59,hombres,37,36
120,ZAPOPAN,3137,55-59,hombres,42,41
120,ZAPOPAN,3138,55-59,hombres,25,25
120,ZAPOPAN,3139,55-59,hombres,33,33
120,ZAPOPAN,3140,55-59,hombres,45,44
120,ZAPOPAN,3141,55-59,hombres,44,44
120,ZAPOPAN,3142,55-59,hombres,40,40
120,ZAPOPAN,3143,55-59,hombres,47,46
120,ZAPOPAN,3144,55-59,hombres,63,63
120,ZAPOPAN,3145,55-59,hombres,46,45
120,ZAPOPAN,3146,55-59,hombres,49,49
120,ZAPOPAN,3147,55-59,hombres,148,144
120,ZAPOPAN,3148,55-59,hombres,75,75
120,ZAPOPAN,3149,55-59,hombres,61,60
120,ZAPOPAN,3150,55-59,hombres,74,73
120,ZAPOPAN,3151,55-59,hombres,135,132
120,ZAPOPAN,3155,55-59,hombres,181,180
120,ZAPOPAN,3156,55-59,hombres,116,112
120,ZAPOPAN,3157,55-59,hombres,190,188
120,ZAPOPAN,3158,55-59,hombres,178,177
120,ZAPOPAN,3159,55-59,hombres,157,154
120,ZAPOPAN,3160,55-59,hombres,123,121
120,ZAPOPAN,3161,55-59,hombres,108,108
120,ZAPOPAN,3162,55-59,hombres,60,59
120,ZAPOPAN,3163,55-59,hombres,54,54
120,ZAPOPAN,3164,55-59,hombres,23,23
120,ZAPOPAN,3165,55-59,hombres,18,18
120,ZAPOPAN,3166,55-59,hombres,50,50
120,ZAPOPAN,3167,55-59,hombres,66,66
120,ZAPOPAN,3168,55-59,hombres,90,90
120,ZAPOPAN,3169,55-59,hombres,26,26
120,ZAPOPAN,3170,55-59,hombres,53,53
120,ZAPOPAN,3171,55-59,hombres,40,40
120,ZAPOPAN,3173,55-59,hombres,65,65
120,ZAPOPAN,3174,55-59,hombres,56,56
120,ZAPOPAN,3175,55-59,hombres,44,44
120,ZAPOPAN,3176,55-59,hombres,41,41
120,ZAPOPAN,3177,55-59,hombres,49,48
120,ZAPOPAN,3178,55-59,hombres,46,46
120,ZAPOPAN,3179,55-59,hombres,51,51
120,ZAPOPAN,3180,55-59,hombres,42,41
120,ZAPOPAN,3181,55-59,hombres,42,42
120,ZAPOPAN,3182,55-59,hombres,36,35
120,ZAPOPAN,3183,55-59,hombres,32,31
120,ZAPOPAN,3184,55-59,hombres,24,24
120,ZAPOPAN,3185,55-59,hombres,35,35
120,ZAPOPAN,3186,55-59,hombres,30,30
120,ZAPOPAN,3187,55-59,hombres,72,72
120,ZAPOPAN,3188,55-59,hombres,54,53
120,ZAPOPAN,3189,55-59,hombres,43,43
120,ZAPOPAN,3190,55-59,hombres,46,45
120,ZAPOPAN,3191,55-59,hombres,21,21
120,ZAPOPAN,3192,55-59,hombres,15,15
120,ZAPOPAN,3193,55-59,hombres,17,17
120,ZAPOPAN,3194,55-59,hombres,38,38
120,ZAPOPAN,3195,55-59,hombres,36,36
120,ZAPOPAN,3196,55-59,hombres,40,40
120,ZAPOPAN,3197,55-59,hombres,50,50
120,ZAPOPAN,3198,55-59,hombres,47,47
120,ZAPOPAN,3200,55-59,hombres,29,27
120,ZAPOPAN,3205,55-59,hombres,33,33
120,ZAPOPAN,3210,55-59,hombres,87,87
120,ZAPOPAN,3211,55-59,hombres,92,91
120,ZAPOPAN,3212,55-59,hombres,127,127
120,ZAPOPAN,3213,55-59,hombres,151,149
120,ZAPOPAN,3531,55-59,hombres,40,40
120,ZAPOPAN,3533,55-59,hombres,44,43
120,ZAPOPAN,3537,55-59,hombres,32,32
120,ZAPOPAN,3538,55-59,hombres,35,34
120,ZAPOPAN,3542,55-59,hombres,29,29
120,ZAPOPAN,3543,55-59,hombres,38,38
120,ZAPOPAN,3544,55-59,hombres,32,32
120,ZAPOPAN,3652,55-59,hombres,49,49
120,ZAPOPAN,3653,55-59,hombres,77,77
120,ZAPOPAN,3721,55-59,hombres,99,99
120,ZAPOPAN,3722,55-59,hombres,64,63
120,ZAPOPAN,3723,55-59,hombres,100,97
120,ZAPOPAN,3724,55-59,hombres,69,69
120,ZAPOPAN,3725,55-59,hombres,63,62
120,ZAPOPAN,3726,55-59,hombres,40,39
120,ZAPOPAN,3727,55-59,hombres,91,90
120,ZAPOPAN,3728,55-59,hombres,56,56
120,ZAPOPAN,3729,55-59,hombres,69,69
120,ZAPOPAN,3730,55-59,hombres,57,56
120,ZAPOPAN,3731,55-59,hombres,72,72
120,ZAPOPAN,3807,55-59,hombres,58,57
120,ZAPOPAN,3808,55-59,hombres,78,78
120,ZAPOPAN,3809,55-59,hombres,94,94
120,ZAPOPAN,3810,55-59,hombres,62,61
41,GUADALAJARA,665,55-59,hombres,96,96
41,GUADALAJARA,666,55-59,hombres,55,54
41,GUADALAJARA,667,55-59,hombres,47,45
41,GUADALAJARA,668,55-59,hombres,39,39
41,GUADALAJARA,669,55-59,hombres,65,63
41,GUADALAJARA,670,55-59,hombres,30,30
41,GUADALAJARA,671,55-59,hombres,31,30
41,GUADALAJARA,672,55-59,hombres,52,52
41,GUADALAJARA,673,55-59,hombres,43,43
41,GUADALAJARA,674,55-59,hombres,70,70
41,GUADALAJARA,675,55-59,hombres,41,41
41,GUADALAJARA,676,55-59,hombres,49,47
41,GUADALAJARA,677,55-59,hombres,56,54
41,GUADALAJARA,678,55-59,hombres,47,46
41,GUADALAJARA,679,55-59,hombres,55,55
41,GUADALAJARA,680,55-59,hombres,47,47
41,GUADALAJARA,681,55-59,hombres,36,36
41,GUADALAJARA,682,55-59,hombres,51,48
41,GUADALAJARA,683,55-59,hombres,45,44
41,GUADALAJARA,684,55-59,hombres,61,61
41,GUADALAJARA,685,55-59,hombres,47,47
41,GUADALAJARA,686,55-59,hombres,47,45
41,GUADALAJARA,687,55-59,hombres,47,47
41,GUADALAJARA,688,55-59,hombres,43,43
41,GUADALAJARA,689,55-59,hombres,20,20
41,GUADALAJARA,690,55-59,hombres,43,43
41,GUADALAJARA,691,55-59,hombres,50,49
41,GUADALAJARA,692,55-59,hombres,56,56
41,GUADALAJARA,693,55-59,hombres,39,38
41,GUADALAJARA,694,55-59,hombres,31,31
41,GUADALAJARA,695,55-59,hombres,57,56
41,GUADALAJARA,696,55-59,hombres,54,54
41,GUADALAJARA,697,55-59,hombres,49,48
41,GUADALAJARA,698,55-59,hombres,53,53
41,GUADALAJARA,699,55-59,hombres,38,38
41,GUADALAJARA,700,55-59,hombres,55,55
41,GUADALAJARA,701,55-59,hombres,55,55
41,GUADALAJARA,702,55-59,hombres,44,42
41,GUADALAJARA,703,55-59,hombres,31,31
41,GUADALAJARA,704,55-59,hombres,45,44
41,GUADALAJARA,705,55-59,hombres,53,52
41,GUADALAJARA,706,55-59,hombres,75,73
41,GUADALAJARA,707,55-59,hombres,25,25
41,GUADALAJARA,721,55-59,hombres,61,60
41,GUADALAJARA,722,55-59,hombres,55,55
41,GUADALAJARA,723,55-59,hombres,76,74
41,GUADALAJARA,724,55-59,hombres,85,85
41,GUADALAJARA,725,55-59,hombres,53,53
41,GUADALAJARA,726,55-59,hombres,55,54
41,GUADALAJARA,727,55-59,hombres,50,50
41,GUADALAJARA,728,55-59,hombres,60,59
41,GUADALAJARA,729,55-59,hombres,53,53
41,GUADALAJARA,730,55-59,hombres,70,68
41,GUADALAJARA,731,55-59,hombres,49,48
41,GUADALAJARA,732,55-59,hombres,27,27
41,GUADALAJARA,733,55-59,hombres,26,26
41,GUADALAJARA,734,55-59,hombres,37,36
41,GUADALAJARA,735,55-59,hombres,51,51
41,GUADALAJARA,736,55-59,hombres,53,52
41,GUADALAJARA,737,55-59,hombres,24,24
41,GUADALAJARA,738,55-59,hombres,40,37
41,GUADALAJARA,739,55-59,hombres,52,52
41,GUADALAJARA,740,55-59,hombres,30,30
41,GUADALAJARA,741,55-59,hombres,38,38
41,GUADALAJARA,742,55-59,hombres,22,22
41,GUADALAJARA,743,55-59,hombres,45,45
41,GUADALAJARA,744,55-59,hombres,36,34
41,GUADALAJARA,745,55-59,hombres,28,28
41,GUADALAJARA,746,55-59,hombres,22,22
41,GUADALAJARA,747,55-59,hombres,23,22
41,GUADALAJARA,748,55-59,hombres,76,74
41,GUADALAJARA,749,55-59,hombres,37,37
41,GUADALAJARA,750,55-59,hombres,62,62
41,GUADALAJARA,751,55-59,hombres,51,50
41,GUADALAJARA,752,55-59,hombres,42,42
41,GUADALAJARA,753,55-59,hombres,57,57
41,GUADALAJARA,754,55-59,hombres,25,25
41,GUADALAJARA,755,55-59,hombres,38,37
41,GUADALAJARA,756,55-59,hombres,42,41
41,GUADALAJARA,929,55-59,hombres,22,22
41,GUADALAJARA,930,55-59,hombres,7,7
41,GUADALAJARA,931,55-59,hombres,20,20
41,GUADALAJARA,932,55-59,hombres,31,31
41,GUADALAJARA,933,55-59,hombres,29,29
41,GUADALAJARA,935,55-59,hombres,32,32
41,GUADALAJARA,936,55-59,hombres,41,41
41,GUADALAJARA,937,55-59,hombres,32,32
41,GUADALAJARA,938,55-59,hombres,35,34
41,GUADALAJARA,939,55-59,hombres,42,42
41,GUADALAJARA,940,55-59,hombres,36,36
41,GUADALAJARA,941,55-59,hombres,40,40
41,GUADALAJARA,942,55-59,hombres,29,29
41,GUADALAJARA,943,55-59,hombres,31,31
41,GUADALAJARA,944,55-59,hombres,29,28
41,GUADALAJARA,945,55-59,hombres,38,38
41,GUADALAJARA,946,55-59,hombres,29,29
41,GUADALAJARA,947,55-59,hombres,20,19
41,GUADALAJARA,948,55-59,hombres,12,11
41,GUADALAJARA,949,55-59,hombres,35,34
41,GUADALAJARA,950,55-59,hombres,39,39
41,GUADALAJARA,951,55-59,hombres,33,33
41,GUADALAJARA,952,55-59,hombres,14,13
41,GUADALAJARA,953,55-59,hombres,27,27
41,GUADALAJARA,954,55-59,hombres,32,32
41,GUADALAJARA,955,55-59,hombres,23,23
41,GUADALAJARA,956,55-59,hombres,35,34
41,GUADALAJARA,957,55-59,hombres,33,33
41,GUADALAJARA,958,55-59,hombres,46,46
41,GUADALAJARA,959,55-59,hombres,27,27
41,GUADALAJARA,960,55-59,hombres,33,33
41,GUADALAJARA,961,55-59,hombres,29,28
41,GUADALAJARA,962,55-59,hombres,28,28
41,GUADALAJARA,963,55-59,hombres,25,25
41,GUADALAJARA,964,55-59,hombres,45,45
41,GUADALAJARA,965,55-59,hombres,26,26
41,GUADALAJARA,966,55-59,hombres,22,22
41,GUADALAJARA,975,55-59,hombres,43,43
41,GUADALAJARA,976,55-59,hombres,20,20
41,GUADALAJARA,1009,55-59,hombres,26,26
41,GUADALAJARA,1010,55-59,hombres,31,31
41,GUADALAJARA,1011,55-59,hombres,39,38
41,GUADALAJARA,1012,55-59,hombres,46,46
41,GUADALAJARA,1013,55-59,hombres,29,29
41,GUADALAJARA,1014,55-59,hombres,48,47
41,GUADALAJARA,1015,55-59,hombres,26,26
41,GUADALAJARA,1016,55-59,hombres,27,26
41,GUADALAJARA,1017,55-59,hombres,27,25
41,GUADALAJARA,1018,55-59,hombres,23,23
41,GUADALAJARA,1019,55-59,hombres,47,46
41,GUADALAJARA,1020,55-59,hombres,21,21
41,GUADALAJARA,1021,55-59,hombres,33,33
41,GUADALAJARA,1022,55-59,hombres,30,29
41,GUADALAJARA,1023,55-59,hombres,23,23
41,GUADALAJARA,1024,55-59,hombres,26,26
41,GUADALAJARA,1025,55-59,hombres,23,23
41,GUADALAJARA,1026,55-59,hombres,14,14
41,GUADALAJARA,1027,55-59,hombres,35,33
41,GUADALAJARA,1028,55-59,hombres,23,23
41,GUADALAJARA,1029,55-59,hombres,14,14
41,GUADALAJARA,1030,55-59,hombres,29,29
41,GUADALAJARA,1031,55-59,hombres,26,26
41,GUADALAJARA,1032,55-59,hombres,30,30
41,GUADALAJARA,1033,55-59,hombres,34,33
41,GUADALAJARA,1034,55-59,hombres,34,34
41,GUADALAJARA,1035,55-59,hombres,24,24
41,GUADALAJARA,1036,55-59,hombres,22,22
41,GUADALAJARA,1037,55-59,hombres,29,28
41,GUADALAJARA,1038,55-59,hombres,35,35
41,GUADALAJARA,1039,55-59,hombres,18,18
41,GUADALAJARA,1040,55-59,hombres,32,31
41,GUADALAJARA,1041,55-59,hombres,30,28
41,GUADALAJARA,1042,55-59,hombres,33,33
41,GUADALAJARA,1043,55-59,hombres,31,31
41,GUADALAJARA,1044,55-59,hombres,20,20
41,GUADALAJARA,1045,55-59,hombres,8,8
41,GUADALAJARA,1046,55-59,hombres,18,17
41,GUADALAJARA,1047,55-59,hombres,22,21
41,GUADALAJARA,1048,55-59,hombres,3,3
41,GUADALAJARA,1049,55-59,hombres,14,14
41,GUADALAJARA,1374,55-59,hombres,26,25
41,GUADALAJARA,1375,55-59,hombres,35,34
41,GUADALAJARA,1376,55-59,hombres,33,33
41,GUADALAJARA,1377,55-59,hombres,34,34
41,GUADALAJARA,1378,55-59,hombres,74,74
41,GUADALAJARA,1379,55-59,hombres,63,62
41,GUADALAJARA,1380,55-59,hombres,113,113
41,GUADALAJARA,1381,55-59,hombres,35,35
41,GUADALAJARA,1382,55-59,hombres,31,31
41,GUADALAJARA,1383,55-59,hombres,52,49
41,GUADALAJARA,1384,55-59,hombres,31,31
41,GUADALAJARA,1385,55-59,hombres,61,61
41,GUADALAJARA,1386,55-59,hombres,44,43
41,GUADALAJARA,1387,55-59,hombres,66,66
41,GUADALAJARA,1388,55-59,hombres,41,41
41,GUADALAJARA,1389,55-59,hombres,70,70
41,GUADALAJARA,1390,55-59,hombres,48,48
41,GUADALAJARA,1391,55-59,hombres,49,48
41,GUADALAJARA,1392,55-59,hombres,41,39
41,GUADALAJARA,1393,55-59,hombres,49,49
41,GUADALAJARA,1394,55-59,hombres,33,32
41,GUADALAJARA,1395,55-59,hombres,68,68
41,GUADALAJARA,1396,55-59,hombres,40,38
41,GUADALAJARA,1397,55-59,hombres,66,64
41,GUADALAJARA,1398,55-59,hombres,31,31
41,GUADALAJARA,1399,55-59,hombres,44,43
41,GUADALAJARA,1400,55-59,hombres,71,70
41,GUADALAJARA,1401,55-59,hombres,61,61
41,GUADALAJARA,1402,55-59,hombres,61,60
41,GUADALAJARA,1403,55-59,hombres,51,51
41,GUADALAJARA,1404,55-59,hombres,45,45
41,GUADALAJARA,1405,55-59,hombres,36,36
41,GUADALAJARA,1406,55-59,hombres,37,37
41,GUADALAJARA,1407,55-59,hombres,52,52
41,GUADALAJARA,1408,55-59,hombres,36,36
41,GUADALAJARA,1409,55-59,hombres,36,35
41,GUADALAJARA,1410,55-59,hombres,32,32
41,GUADALAJARA,1411,55-59,hombres,59,59
41,GUADALAJARA,1412,55-59,hombres,52,52
41,GUADALAJARA,1413,55-59,hombres,67,65
41,GUADALAJARA,1414,55-59,hombres,44,43
41,GUADALAJARA,1415,55-59,hombres,53,50
41,GUADALAJARA,1416,55-59,hombres,64,63
41,GUADALAJARA,1417,55-59,hombres,53,51
41,GUADALAJARA,1418,55-59,hombres,34,34
41,GUADALAJARA,1419,55-59,hombres,33,33
41,GUADALAJARA,1420,55-59,hombres,34,34
41,GUADALAJARA,1421,55-59,hombres,49,48
41,GUADALAJARA,1422,55-59,hombres,85,84
41,GUADALAJARA,1423,55-59,hombres,34,33
41,GUADALAJARA,1424,55-59,hombres,48,48
41,GUADALAJARA,1425,55-59,hombres,60,60
41,GUADALAJARA,1426,55-59,hombres,37,37
41,GUADALAJARA,1427,55-59,hombres,32,32
41,GUADALAJARA,1428,55-59,hombres,40,40
41,GUADALAJARA,1429,55-59,hombres,32,32
41,GUADALAJARA,1430,55-59,hombres,36,36
41,GUADALAJARA,1431,55-59,hombres,66,64
41,GUADALAJARA,1432,55-59,hombres,48,47
41,GUADALAJARA,1433,55-59,hombres,49,49
41,GUADALAJARA,1434,55-59,hombres,46,46
41,GUADALAJARA,1435,55-59,hombres,107,107
41,GUADALAJARA,1436,55-59,hombres,76,75
41,GUADALAJARA,1437,55-59,hombres,31,30
